Pop size,Test,Best individual,Best fitness,learning_rate_init,beta_1,beta_2,epsilon,hidden_layer_sizes,r^2,mean_squared_error
100,1,"[0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 1
 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0
 0 1 1 1 0 1 0]",0.9542766184061738,0.0313282310962677,0.8126226365566254,0.799931138753891,0.04907238483428955,"(32, 32, 58)",0.9392065158913077,6.470164592230586
100,2,"[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0
 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0
 1 0 0 1 1 1 1]",0.9460732658600239,0.0048828125,0.7548868656158447,0.5009787082672119,0.00784522294998169,"(32, 33, 15)",0.9460732658600239,5.739346098066736
100,3,"[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0
 0 1 0 0 1 1 1]",0.9441886661095391,0.008424758911132812,0.8281402587890625,0.7511177062988281,0.0011143684387207031,"(27, 32, 39)",0.9441886440391987,5.939923734858329
100,4,"[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 0 1 0 1 0 0 0 0 0 0
 0 0 0 1 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
 0 1 1 1 1 1 0]",0.9490061709262108,0.002930551767349243,0.8281404972076416,0.7510071992874146,1e-10,"(32, 40, 62)",0.9490061709262108,5.427201157044967
100,5,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 0 1 0 0 1
 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0
 0 0 1 1 1 0 1]",0.9361731501083801,0.00415802001953125,0.6820679306983948,0.7500038146972656,0.015733718872070312,"(32, 20, 29)",0.9361731501083801,6.793001425350587
100,6,"[0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1
 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0
 0 0 0 1 1 0 1]",0.9389577267466807,0.0128173828125,0.7532997131347656,0.6894607543945312,0.001045316457748413,"(18, 32, 13)",0.9389577267466807,6.496642869271247
100,7,"[0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 0
 0 1 0 1 1 1 1]",0.9411963942300299,0.009277582168579102,0.634765625,0.5000615119934082,1e-10,"(35, 40, 47)",0.9411963942300299,6.258384653001761
100,8,"[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0
 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 1
 0 1 0 0 0 0 1]",0.9477078973956305,0.0078125,0.724609375,0.7541518211364746,0.2539682686328888,"(32, 54, 33)",0.949606460252566,5.363313212449897
100,9,"[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 0 0
 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0
 0 1 0 0 0 0 0]",0.9523187428457176,0.00830090045928955,0.6973305642604828,0.6269607543945312,0.00048828125,"(18, 32, 32)",0.9523187204692497,5.074651190916021
100,10,"[0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0
 0 1 0 1 1 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 0
 0 1 0 1 1 1 0]",0.9332806417561605,0.0029296875,0.532311201095581,0.626556932926178,0.0011597871780395508,"(32, 48, 46)",0.9332806417561605,7.100847001198847
